asset_type,asset_type_category,asset_type_category_raf_reviewed,asset_gics_industry,industry_code
Remodeler,Office/Housing,,Construction & Engineering,201030
Structural engineer,Office/Housing,,Construction & Engineering,201030
Water damage restoration service,Office/Housing,,Construction & Engineering,201030
Car finance and loan company,Office/Housing,,Consumer Finance,402020
Cashpoint,Office/Housing,,Consumer Finance,402020
Credit counseling service,Office/Housing,,Consumer Finance,402020
Currency exchange service,Office/Housing,,Consumer Finance,402020
Debt collecting,Office/Housing,,Consumer Finance,402020
Loan agency,Office/Housing,,Consumer Finance,402020
Food broker,Office/Housing,,Consumer Staples Distribution & Retail,301010
Custom label printer,Office/Housing,Office/Housing,Containers & Packaging,151030
Plastic fabrication company,Office/Housing,,Containers & Packaging,151030
Bicycle rental service,Office/Housing,Office/Housing,Diversified Consumer Services,253020
Car inspection station,Office/Housing,Office/Housing,Diversified Consumer Services,253020
Coaching center,Office/Housing,,Diversified Consumer Services,253020
Educational consultant,Office/Housing,,Diversified Consumer Services,253020
Gardener,Office/Housing,,Diversified Consumer Services,253020
Home help,Office/Housing,,Diversified Consumer Services,253020
Home help service agency,Office/Housing,,Diversified Consumer Services,253020
Interior designer,Office/Housing,,Diversified Consumer Services,253020
Interior plant service,Office/Housing,,Diversified Consumer Services,253020
Lawn care service,Office/Housing,,Diversified Consumer Services,253020
Oil change service,Office/Housing,,Diversified Consumer Services,253020
Stylist,Office/Housing,,Diversified Consumer Services,253020
Valet parking service,Office/Housing,,Diversified Consumer Services,253020
christian church,Office/Housing,,Diversified REITs,601010
Executive suite rental agency,Office/Housing,,Diversified REITs,601010
middle school,Office/Housing,,Diversified REITs,601010
modern art museum,Office/Housing,,Diversified REITs,601010
monastery,Office/Housing,,Diversified REITs,601010
reformed church,Office/Housing,,Diversified REITs,601010
religious destination,Office/Housing,,Diversified REITs,601010
religious institution,Office/Housing,,Diversified REITs,601010
religious organization,Office/Housing,,Diversified REITs,601010
science museum,Office/Housing,,Diversified REITs,601010
state department housing and urban development,Office/Housing,,Diversified REITs,601010
technical school,Office/Housing,,Diversified REITs,601010
telecommunication school,Office/Housing,,Diversified REITs,601010
wi-fi spot,Office/Housing,,Diversified REITs,601010
Satellite communication service,Office/Housing,,Diversified Telecommunication Services,501010
Telecommunications,Office/Housing,,Diversified Telecommunication Services,501010
Telecommunications engineer,Office/Housing,,Diversified Telecommunication Services,501010
Telecommunications service provider,Office/Housing,,Diversified Telecommunication Services,501010
Telephone answering service,Office/Housing,,Diversified Telecommunication Services,501010
Telephone company,Office/Housing,,Diversified Telecommunication Services,501010
Nuclear power company,Office/Housing,Office/Housing,Electric Utilities,551010
Automation company,Office/Housing,,"Electronic Equipment, Instruments & Components",452030
Electronic engineering service,Office/Housing,,"Electronic Equipment, Instruments & Components",452030
Home automation company,Office/Housing,,"Electronic Equipment, Instruments & Components",452030
Nuclear engineering service,Office/Housing,,Energy Equipment & Services,101010
Artist,Office/Housing,,Entertainment,502020
Concert hall,Office/Housing,,Entertainment,502020
Entertainment agency,Office/Housing,,Entertainment,502020
Performing arts theater,Office/Housing,,Entertainment,502020
Business banking service,Office/Housing,,Financial Services,402010
Credit reporting agency,Office/Housing,,Financial Services,402010
Credit union,Office/Housing,,Financial Services,402010
Debt collection agency,Office/Housing,,Financial Services,402010
Escrow service,Office/Housing,,Financial Services,402010
federal credit union,Office/Housing,,Financial Services,402010
Finance broker,Office/Housing,,Financial Services,402010
Financial advisor,Office/Housing,,Financial Services,402010
financial audit,Office/Housing,,Financial Services,402010
Financial consultant,Office/Housing,,Financial Services,402010
Financial institution,Office/Housing,,Financial Services,402010
Financial planner,Office/Housing,,Financial Services,402010
Leasing service,Office/Housing,,Financial Services,402010
Money transfer service,Office/Housing,,Financial Services,402010
Tax consultant,Office/Housing,,Financial Services,402010
Tax preparation,Office/Housing,,Financial Services,402010
Tax preparation service,Office/Housing,,Financial Services,402010
"Food products supplier, Corporate office",Office/Housing,,Food Products,302020
Chauffeur service,Office/Housing,,Ground Transportation,203040
Railroad company,Office/Housing,,Ground Transportation,203040
Trucking company,Office/Housing,,Ground Transportation,203040
Health,Office/Housing,,Health Care Equipment & Supplies,351010
Acupuncture clinic,Office/Housing,,Health Care Providers & Services,351020
Acupuncturist,Office/Housing,,Health Care Providers & Services,351020
Addiction treatment center,Office/Housing,,Health Care Providers & Services,351020
Adult day care center,Office/Housing,,Health Care Providers & Services,351020
Aged care,Office/Housing,,Health Care Providers & Services,351020
Alternative medicine practitioner,Office/Housing,,Health Care Providers & Services,351020
Animal hospital,Office/Housing,,Health Care Providers & Services,351020
Assisted living facility,Office/Housing,,Health Care Providers & Services,351020
Audiologist,Office/Housing,,Health Care Providers & Services,351020
Blood bank,Office/Housing,,Health Care Providers & Services,351020
Blood donation center,Office/Housing,,Health Care Providers & Services,351020
Blood testing service,Office/Housing,,Health Care Providers & Services,351020
Cancer treatment center,Office/Housing,,Health Care Providers & Services,351020
Care services,Office/Housing,,Health Care Providers & Services,351020
child health care centre,Office/Housing,,Health Care Providers & Services,351020
Chinese medicine clinic,Office/Housing,,Health Care Providers & Services,351020
Club,Office/Housing,,Health Care Providers & Services,351020
community health centre,Office/Housing,,Health Care Providers & Services,351020
Dental clinic,Office/Housing,,Health Care Providers & Services,351020
Dentist,Office/Housing,,Health Care Providers & Services,351020
Dermatologist,Office/Housing,,Health Care Providers & Services,351020
Diabetologist,Office/Housing,,Health Care Providers & Services,351020
Diagnostic center,Office/Housing,,Health Care Providers & Services,351020
Dialysis center,Office/Housing,,Health Care Providers & Services,351020
Disability services,Office/Housing,,Health Care Providers & Services,351020
Disability services and support organization,Office/Housing,,Health Care Providers & Services,351020
Doctor,Office/Housing,,Health Care Providers & Services,351020
emergency room,Office/Housing,,Health Care Providers & Services,351020
Endocrinologist,Office/Housing,,Health Care Providers & Services,351020
fertility clinic,Office/Housing,,Health Care Providers & Services,351020
First aid station,Office/Housing,,Health Care Providers & Services,351020
General hospital,Office/Housing,,Health Care Providers & Services,351020
general practitioner,Office/Housing,,Health Care Providers & Services,351020
Health consultant,Office/Housing,,Health Care Providers & Services,351020
Health counselor,Office/Housing,,Health Care Providers & Services,351020
hearing aid repair service,Office/Housing,,Health Care Providers & Services,351020
Heart hospital,Office/Housing,,Health Care Providers & Services,351020
Hematologist,Office/Housing,,Health Care Providers & Services,351020
Holistic medicine practitioner,Office/Housing,,Health Care Providers & Services,351020
Home health care service,Office/Housing,,Health Care Providers & Services,351020
Hospice,Office/Housing,,Health Care Providers & Services,351020
Hospital,Office/Housing,,Health Care Providers & Services,351020
Hospital department,Office/Housing,,Health Care Providers & Services,351020
Internist,Office/Housing,,Health Care Providers & Services,351020
Local medical services,Office/Housing,,Health Care Providers & Services,351020
Maternity hospital,Office/Housing,,Health Care Providers & Services,351020
Medical billing service,Office/Housing,,Health Care Providers & Services,351020
Medical Center,Office/Housing,,Health Care Providers & Services,351020
Medical clinic,Office/Housing,,Health Care Providers & Services,351020
Medical diagnostic imaging center,Office/Housing,,Health Care Providers & Services,351020
Medical group,Office/Housing,,Health Care Providers & Services,351020
Medical office,Office/Housing,,Health Care Providers & Services,351020
Medical school,Office/Housing,,Health Care Providers & Services,351020
Medical transcription service,Office/Housing,,Health Care Providers & Services,351020
Mental health clinic,Office/Housing,,Health Care Providers & Services,351020
Mental health service,Office/Housing,,Health Care Providers & Services,351020
Nephrologist,Office/Housing,,Health Care Providers & Services,351020
Neurologist,Office/Housing,,Health Care Providers & Services,351020
Nursing agency,Office/Housing,,Health Care Providers & Services,351020
Nursing home,Office/Housing,,Health Care Providers & Services,351020
Nutritionist,Office/Housing,,Health Care Providers & Services,351020
Occupational health service,Office/Housing,,Health Care Providers & Services,351020
Occupational therapist,Office/Housing,,Health Care Providers & Services,351020
Oncologist,Office/Housing,,Health Care Providers & Services,351020
ophthalmologist,Office/Housing,,Health Care Providers & Services,351020
ophthalmology clinic,Office/Housing,,Health Care Providers & Services,351020
Optometrist,Office/Housing,,Health Care Providers & Services,351020
orthopedic clinic,Office/Housing,,Health Care Providers & Services,351020
Orthotics & prosthetics service,Office/Housing,,Health Care Providers & Services,351020
Osteopath,Office/Housing,,Health Care Providers & Services,351020
Pathologist,Office/Housing,,Health Care Providers & Services,351020
Physical therapist,Office/Housing,,Health Care Providers & Services,351020
physical therapy clinic,Office/Housing,,Health Care Providers & Services,351020
Private hospital,Office/Housing,,Health Care Providers & Services,351020
Psychiatric hospital,Office/Housing,,Health Care Providers & Services,351020
Psychologist,Office/Housing,,Health Care Providers & Services,351020
public health department,Office/Housing,,Health Care Providers & Services,351020
Radiologist,Office/Housing,,Health Care Providers & Services,351020
Rehabilitation center,Office/Housing,,Health Care Providers & Services,351020
Reproductive health clinic,Office/Housing,,Health Care Providers & Services,351020
Retirement home,Office/Housing,,Health Care Providers & Services,351020
Skin care clinic,Office/Housing,,Health Care Providers & Services,351020
Sleep clinic,Office/Housing,,Health Care Providers & Services,351020
Social services organization,Office/Housing,,Health Care Providers & Services,351020
Specialized clinic,Office/Housing,,Health Care Providers & Services,351020
Specialized hospital,Office/Housing,,Health Care Providers & Services,351020
Surgical center,Office/Housing,,Health Care Providers & Services,351020
University hospital,Office/Housing,,Health Care Providers & Services,351020
urgent care center,Office/Housing,,Health Care Providers & Services,351020
Veterinarian,Office/Housing,,Health Care Providers & Services,351020
Veterinary care,Office/Housing,,Health Care Providers & Services,351020
walk-in clinic,Office/Housing,,Health Care Providers & Services,351020
weight loss service,Office/Housing,,Health Care Providers & Services,351020
Wellness center,Office/Housing,,Health Care Providers & Services,351020
aquatic centre,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Arena,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Art museum,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Asian restaurant,Office/Housing,,"Hotels, Restaurants & Leisure",253010
baseball,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Bed & breakfast,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Betting agency,Office/Housing,Office/Housing,"Hotels, Restaurants & Leisure",253010
Bowling alley,Office/Housing,,"Hotels, Restaurants & Leisure",253010
boxing gym,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Campground,Office/Housing,Other (20km buffer area of influence),"Hotels, Restaurants & Leisure",253010
Casino,Office/Housing,Office/Housing,"Hotels, Restaurants & Leisure",253010
Casino hotel,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Community center,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Convention center,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Cruise agency,Office/Housing,Office/Housing,"Hotels, Restaurants & Leisure",253010
Cultural landmark,Office/Housing,Other (20km buffer area of influence),"Hotels, Restaurants & Leisure",253010
Dog park,Office/Housing,Other (20km buffer area of influence),"Hotels, Restaurants & Leisure",253010
entertainer,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Event management company,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Event planner,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Event venue,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Events Venue,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Exhibit,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Extended stay hotel,Office/Housing,Office/Housing,"Hotels, Restaurants & Leisure",253010
Fitness center,Office/Housing,,"Hotels, Restaurants & Leisure",253010
football club,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Golf club,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Golf course,Office/Housing,Other (20km buffer area of influence),"Hotels, Restaurants & Leisure",253010
Guest house,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Gym,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Gymnastics center,Office/Housing,,"Hotels, Restaurants & Leisure",253010
hall,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Health spa,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Heritage museum,Office/Housing,,"Hotels, Restaurants & Leisure",253010
heritage preservation,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Hiking area,Office/Housing,Other (20km buffer area of influence),"Hotels, Restaurants & Leisure",253010
historical society,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Holiday apartment,Office/Housing,,"Hotels, Restaurants & Leisure",253010
holiday apartment rental,Office/Housing,,"Hotels, Restaurants & Leisure",253010
hospitality and tourism school,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Hotel,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Hunting club,Office/Housing,Other (20km buffer area of influence),"Hotels, Restaurants & Leisure",253010
Ice skating rink,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Indoor lodging,Office/Housing,Office/Housing,"Hotels, Restaurants & Leisure",253010
Inn,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Japanese inn,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Japanese-style business hotel,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Lodge,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Lodging,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Motel,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Museum,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Nature preserve,Office/Housing,Other (20km buffer area of influence),"Hotels, Restaurants & Leisure",253010
Off roading area,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Park,Office/Housing,Other (20km buffer area of influence),"Hotels, Restaurants & Leisure",253010
Party planner,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Physical fitness program,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Pub,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Racecourse,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Recreation center,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Resort hotel,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Retreat center,Office/Housing,,"Hotels, Restaurants & Leisure",253010
RV park,Office/Housing,,"Hotels, Restaurants & Leisure",253010
sauna,Office/Housing,,"Hotels, Restaurants & Leisure",253010
school cafeteria,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Serviced accommodation,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Shrine,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Sightseeing tour agency,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Ski resort,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Soccer club,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Social club,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Soup kitchen,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Spa,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Spa and health club,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Sports,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Sports club,Office/Housing,,"Hotels, Restaurants & Leisure",253010
sports complex,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Technology museum,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Tour agency,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Tour operator,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Travel agency,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Travel Agent,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Vacation home rental agency,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Visitor center,Office/Housing,,"Hotels, Restaurants & Leisure",253010
Wellness hotel,Office/Housing,,"Hotels, Restaurants & Leisure",253010
